Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
GN6,PM2.5,16/07/2020 00:00,6.4,ug/m3,R
GN6,PM2.5,17/07/2020 00:00,10.3,ug/m3,R
GN6,PM2.5,18/07/2020 00:00,7.1,ug/m3,R
GN6,PM2.5,19/07/2020 00:00,6.0,ug/m3,R
GN6,PM2.5,20/07/2020 00:00,6.1,ug/m3,R
GN6,PM2.5,21/07/2020 00:00,7.7,ug/m3,R
GN6,PM2.5,22/07/2020 00:00,8.8,ug/m3,R
GN6,PM2.5,23/07/2020 00:00,8.8,ug/m3,R
GN6,PM2.5,24/07/2020 00:00,7.3,ug/m3,R
GN6,PM2.5,25/07/2020 00:00,6.1,ug/m3,R
GN6,PM2.5,26/07/2020 00:00,5.8,ug/m3,R
GN6,PM2.5,27/07/2020 00:00,7.3,ug/m3,R
GN6,PM2.5,28/07/2020 00:00,6.1,ug/m3,R
GN6,PM2.5,29/07/2020 00:00,7.9,ug/m3,R
GN6,PM2.5,30/07/2020 00:00,9.0,ug/m3,R
GN6,PM2.5,31/07/2020 00:00,18.0,ug/m3,R
GN6,PM2.5,01/08/2020 00:00,7.5,ug/m3,R
GN6,PM2.5,02/08/2020 00:00,6.1,ug/m3,R
GN6,PM2.5,03/08/2020 00:00,5.8,ug/m3,R
GN6,PM2.5,04/08/2020 00:00,7.9,ug/m3,R
GN6,PM2.5,05/08/2020 00:00,5.8,ug/m3,R
GN6,PM2.5,06/08/2020 00:00,7.8,ug/m3,R
GN6,PM2.5,07/08/2020 00:00,18.5,ug/m3,R
GN6,PM2.5,08/08/2020 00:00,22.2,ug/m3,R
GN6,PM2.5,09/08/2020 00:00,21.7,ug/m3,R
GN6,PM2.5,10/08/2020 00:00,26.3,ug/m3,R
GN6,PM2.5,11/08/2020 00:00,38.1,ug/m3,R
GN6,PM2.5,12/08/2020 00:00,48.7,ug/m3,R
GN6,PM2.5,13/08/2020 00:00,27.6,ug/m3,R
GN6,PM2.5,14/08/2020 00:00,14.3,ug/m3,R
GN6,PM2.5,15/08/2020 00:00,18.6,ug/m3,R
GN6,PM2.5,16/08/2020 00:00,23.6,ug/m3,R
GN6,PM2.5,17/08/2020 00:00,8.7,ug/m3,R
GN6,PM2.5,18/08/2020 00:00,6.8,ug/m3,R
GN6,PM2.5,19/08/2020 00:00,7.5,ug/m3,R
GN6,PM2.5,20/08/2020 00:00,9.1,ug/m3,R
GN6,PM2.5,21/08/2020 00:00,8.8,ug/m3,R
GN6,PM2.5,22/08/2020 00:00,7.2,ug/m3,R
GN6,PM2.5,23/08/2020 00:00,5.9,ug/m3,R
GN6,PM2.5,24/08/2020 00:00,6.5,ug/m3,R
GN6,PM2.5,25/08/2020 00:00,8.9,ug/m3,R
GN6,PM2.5,26/08/2020 00:00,6.6,ug/m3,R
GN6,PM2.5,27/08/2020 00:00,7.5,ug/m3,R
GN6,PM2.5,28/08/2020 00:00,4.8,ug/m3,R
GN6,PM2.5,29/08/2020 00:00,4.9,ug/m3,R
GN6,PM2.5,30/08/2020 00:00,5.9,ug/m3,R
GN6,PM2.5,31/08/2020 00:00,7.8,ug/m3,R
GN6,PM2.5,01/09/2020 00:00,13.1,ug/m3,R
GN6,PM2.5,02/09/2020 00:00,9.7,ug/m3,R
GN6,PM2.5,03/09/2020 00:00,7.8,ug/m3,R
GN6,PM2.5,04/09/2020 00:00,7.9,ug/m3,R
GN6,PM2.5,05/09/2020 00:00,8.4,ug/m3,R
GN6,PM2.5,06/09/2020 00:00,9.0,ug/m3,R
GN6,PM2.5,07/09/2020 00:00,8.7,ug/m3,R
GN6,PM2.5,08/09/2020 00:00,7.9,ug/m3,R
GN6,PM2.5,09/09/2020 00:00,8.0,ug/m3,R
GN6,PM2.5,10/09/2020 00:00,9.6,ug/m3,R
GN6,PM2.5,11/09/2020 00:00,10.8,ug/m3,R
GN6,PM2.5,12/09/2020 00:00,7.2,ug/m3,R
GN6,PM2.5,13/09/2020 00:00,8.6,ug/m3,R
GN6,PM2.5,14/09/2020 00:00,18.0,ug/m3,R
GN6,PM2.5,15/09/2020 00:00,42.2,ug/m3,R
GN6,PM2.5,16/09/2020 00:00,17.9,ug/m3,R
GN6,PM2.5,17/09/2020 00:00,7.6,ug/m3,R
GN6,PM2.5,18/09/2020 00:00,,ug/m3,R
GN6,PM2.5,19/09/2020 00:00,,ug/m3,R
GN6,PM2.5,20/09/2020 00:00,,ug/m3,R
GN6,PM2.5,21/09/2020 00:00,,ug/m3,R
GN6,PM2.5,22/09/2020 00:00,,ug/m3,R
GN6,PM2.5,23/09/2020 00:00,,ug/m3,R
GN6,PM2.5,24/09/2020 00:00,,ug/m3,R
GN6,PM2.5,25/09/2020 00:00,4.6,ug/m3,R
GN6,PM2.5,26/09/2020 00:00,4.3,ug/m3,R
GN6,PM2.5,27/09/2020 00:00,5.5,ug/m3,R
GN6,PM2.5,28/09/2020 00:00,8.5,ug/m3,R
GN6,PM2.5,29/09/2020 00:00,10.6,ug/m3,R
GN6,PM2.5,30/09/2020 00:00,6.6,ug/m3,R
GN6,PM2.5,01/10/2020 00:00,5.8,ug/m3,R
GN6,PM2.5,02/10/2020 00:00,5.4,ug/m3,R
GN6,PM2.5,03/10/2020 00:00,7.2,ug/m3,R
GN6,PM2.5,04/10/2020 00:00,3.2,ug/m3,R
GN6,PM2.5,05/10/2020 00:00,7.8,ug/m3,R
GN6,PM2.5,06/10/2020 00:00,,ug/m3,R
GN6,PM2.5,07/10/2020 00:00,,ug/m3,R
GN6,PM2.5,08/10/2020 00:00,,ug/m3,R
GN6,PM2.5,09/10/2020 00:00,,ug/m3,R
GN6,PM2.5,10/10/2020 00:00,,ug/m3,R
GN6,PM2.5,11/10/2020 00:00,,ug/m3,R
GN6,PM2.5,12/10/2020 00:00,,ug/m3,R
GN6,PM2.5,13/10/2020 00:00,,ug/m3,R
GN6,PM2.5,14/10/2020 00:00,,ug/m3,R
GN6,PM2.5,15/10/2020 00:00,,ug/m3,R
GN6,PM2.5,16/10/2020 00:00,,ug/m3,R
GN6,PM2.5,17/10/2020 00:00,,ug/m3,R
GN6,PM2.5,18/10/2020 00:00,,ug/m3,R
GN6,PM2.5,19/10/2020 00:00,,ug/m3,R
GN6,PM2.5,20/10/2020 00:00,,ug/m3,R
GN6,PM2.5,21/10/2020 00:00,,ug/m3,R
GN6,PM2.5,22/10/2020 00:00,,ug/m3,R
GN6,PM2.5,23/10/2020 00:00,,ug/m3,R
GN6,PM2.5,24/10/2020 00:00,,ug/m3,R
GN6,PM2.5,25/10/2020 00:00,,ug/m3,R
GN6,PM2.5,26/10/2020 00:00,,ug/m3,R
GN6,PM2.5,27/10/2020 00:00,,ug/m3,R
GN6,PM2.5,28/10/2020 00:00,,ug/m3,R
GN6,PM2.5,29/10/2020 00:00,,ug/m3,R
GN6,PM2.5,30/10/2020 00:00,,ug/m3,R
GN6,PM2.5,31/10/2020 00:00,,ug/m3,R
GN6,PM2.5,01/11/2020 00:00,,ug/m3,R
GN6,PM2.5,02/11/2020 00:00,,ug/m3,R
GN6,PM2.5,03/11/2020 00:00,,ug/m3,R
GN6,PM2.5,04/11/2020 00:00,,ug/m3,R
GN6,PM2.5,05/11/2020 00:00,,ug/m3,R
GN6,PM2.5,06/11/2020 00:00,,ug/m3,R
GN6,PM2.5,07/11/2020 00:00,,ug/m3,R
GN6,PM2.5,08/11/2020 00:00,,ug/m3,R
GN6,PM2.5,09/11/2020 00:00,,ug/m3,R
GN6,PM2.5,10/11/2020 00:00,,ug/m3,R
GN6,PM2.5,11/11/2020 00:00,,ug/m3,R
GN6,PM2.5,12/11/2020 00:00,,ug/m3,R
GN6,PM2.5,13/11/2020 00:00,4.7,ug/m3,R
GN6,PM2.5,14/11/2020 00:00,6.0,ug/m3,R
GN6,PM2.5,15/11/2020 00:00,2.6,ug/m3,R
GN6,PM2.5,16/11/2020 00:00,3.9,ug/m3,R
GN6,PM2.5,17/11/2020 00:00,4.2,ug/m3,R
GN6,PM2.5,18/11/2020 00:00,4.8,ug/m3,R
GN6,PM2.5,19/11/2020 00:00,3.7,ug/m3,R
GN6,PM2.5,20/11/2020 00:00,6.0,ug/m3,R
GN6,PM2.5,21/11/2020 00:00,3.3,ug/m3,R
GN6,PM2.5,22/11/2020 00:00,4.5,ug/m3,R
GN6,PM2.5,23/11/2020 00:00,10.9,ug/m3,R
GN6,PM2.5,24/11/2020 00:00,6.2,ug/m3,R
GN6,PM2.5,25/11/2020 00:00,10.2,ug/m3,R
GN6,PM2.5,26/11/2020 00:00,14.1,ug/m3,R
GN6,PM2.5,27/11/2020 00:00,20.1,ug/m3,R
GN6,PM2.5,28/11/2020 00:00,35.6,ug/m3,R
GN6,PM2.5,29/11/2020 00:00,25.7,ug/m3,R
GN6,PM2.5,30/11/2020 00:00,13.6,ug/m3,R
GN6,PM2.5,01/12/2020 00:00,4.6,ug/m3,R
GN6,PM2.5,02/12/2020 00:00,13.3,ug/m3,R
GN6,PM2.5,03/12/2020 00:00,6.3,ug/m3,R
GN6,PM2.5,04/12/2020 00:00,7.0,ug/m3,R
GN6,PM2.5,05/12/2020 00:00,6.2,ug/m3,R
GN6,PM2.5,06/12/2020 00:00,12.6,ug/m3,R
GN6,PM2.5,07/12/2020 00:00,15.1,ug/m3,R
GN6,PM2.5,08/12/2020 00:00,20.4,ug/m3,R
GN6,PM2.5,09/12/2020 00:00,10.0,ug/m3,R
GN6,PM2.5,10/12/2020 00:00,8.1,ug/m3,R
GN6,PM2.5,11/12/2020 00:00,9.9,ug/m3,R
GN6,PM2.5,12/12/2020 00:00,9.0,ug/m3,R
GN6,PM2.5,13/12/2020 00:00,4.8,ug/m3,R
GN6,PM2.5,14/12/2020 00:00,4.8,ug/m3,R
GN6,PM2.5,15/12/2020 00:00,5.8,ug/m3,R
GN6,PM2.5,16/12/2020 00:00,5.5,ug/m3,R
GN6,PM2.5,17/12/2020 00:00,5.5,ug/m3,R
GN6,PM2.5,18/12/2020 00:00,4.6,ug/m3,R
GN6,PM2.5,19/12/2020 00:00,5.3,ug/m3,R
GN6,PM2.5,20/12/2020 00:00,4.4,ug/m3,R
GN6,PM2.5,21/12/2020 00:00,2.9,ug/m3,R
GN6,PM2.5,22/12/2020 00:00,8.8,ug/m3,R
GN6,PM2.5,23/12/2020 00:00,3.7,ug/m3,R
GN6,PM2.5,24/12/2020 00:00,3.5,ug/m3,R
GN6,PM2.5,25/12/2020 00:00,5.8,ug/m3,R
GN6,PM2.5,26/12/2020 00:00,3.6,ug/m3,R
GN6,PM2.5,27/12/2020 00:00,3.8,ug/m3,R
GN6,PM2.5,28/12/2020 00:00,9.4,ug/m3,R
GN6,PM2.5,29/12/2020 00:00,11.4,ug/m3,R
GN6,PM2.5,30/12/2020 00:00,12.9,ug/m3,R
GN6,PM2.5,31/12/2020 00:00,17.2,ug/m3,R
GN6,PM2.5,01/01/2021 00:00,22.0,ug/m3,R
GN6,PM2.5,02/01/2021 00:00,7.4,ug/m3,R
GN6,PM2.5,03/01/2021 00:00,7.9,ug/m3,R
GN6,PM2.5,04/01/2021 00:00,3.9,ug/m3,R
GN6,PM2.5,05/01/2021 00:00,3.4,ug/m3,R
GN6,PM2.5,06/01/2021 00:00,5.2,ug/m3,R
GN6,PM2.5,07/01/2021 00:00,18.5,ug/m3,R
GN6,PM2.5,08/01/2021 00:00,20.5,ug/m3,R
GN6,PM2.5,09/01/2021 00:00,20.3,ug/m3,R
GN6,PM2.5,10/01/2021 00:00,,ug/m3,R
GN6,PM2.5,11/01/2021 00:00,,ug/m3,R
GN6,PM2.5,12/01/2021 00:00,,ug/m3,R
GN6,PM2.5,13/01/2021 00:00,,ug/m3,R
GN6,PM2.5,14/01/2021 00:00,,ug/m3,R
GN6,PM2.5,15/01/2021 00:00,,ug/m3,R
GN6,PM2.5,16/01/2021 00:00,,ug/m3,R
GN6,PM2.5,17/01/2021 00:00,,ug/m3,R
GN6,PM2.5,18/01/2021 00:00,,ug/m3,R
GN6,PM2.5,19/01/2021 00:00,,ug/m3,R
GN6,PM2.5,20/01/2021 00:00,,ug/m3,R
GN6,PM2.5,21/01/2021 00:00,,ug/m3,R
GN6,PM2.5,22/01/2021 00:00,,ug/m3,R
GN6,PM2.5,23/01/2021 00:00,,ug/m3,R
GN6,PM2.5,24/01/2021 00:00,,ug/m3,R
GN6,PM2.5,25/01/2021 00:00,,ug/m3,R
GN6,PM2.5,26/01/2021 00:00,,ug/m3,R
GN6,PM2.5,27/01/2021 00:00,,ug/m3,R
GN6,PM2.5,28/01/2021 00:00,,ug/m3,R
GN6,PM2.5,29/01/2021 00:00,,ug/m3,R
GN6,PM2.5,30/01/2021 00:00,,ug/m3,R
GN6,PM2.5,31/01/2021 00:00,,ug/m3,R
GN6,PM2.5,01/02/2021 00:00,,ug/m3,R
GN6,PM2.5,02/02/2021 00:00,,ug/m3,R
GN6,PM2.5,03/02/2021 00:00,,ug/m3,R
GN6,PM2.5,04/02/2021 00:00,,ug/m3,R
GN6,PM2.5,05/02/2021 00:00,,ug/m3,R
GN6,PM2.5,06/02/2021 00:00,,ug/m3,R
GN6,PM2.5,07/02/2021 00:00,,ug/m3,R
GN6,PM2.5,08/02/2021 00:00,,ug/m3,R
GN6,PM2.5,09/02/2021 00:00,,ug/m3,R
GN6,PM2.5,10/02/2021 00:00,5.7,ug/m3,R
GN6,PM2.5,11/02/2021 00:00,14.6,ug/m3,R
GN6,PM2.5,12/02/2021 00:00,14.0,ug/m3,R
GN6,PM2.5,13/02/2021 00:00,11.1,ug/m3,R
GN6,PM2.5,14/02/2021 00:00,11.0,ug/m3,R
GN6,PM2.5,15/02/2021 00:00,8.8,ug/m3,R
GN6,PM2.5,16/02/2021 00:00,8.1,ug/m3,R
GN6,PM2.5,17/02/2021 00:00,6.5,ug/m3,R
GN6,PM2.5,18/02/2021 00:00,6.6,ug/m3,P
GN6,PM2.5,19/02/2021 00:00,7.4,ug/m3,P
GN6,PM2.5,20/02/2021 00:00,14.7,ug/m3,P
GN6,PM2.5,21/02/2021 00:00,15.9,ug/m3,P
GN6,PM2.5,22/02/2021 00:00,20.8,ug/m3,P
GN6,PM2.5,23/02/2021 00:00,9.4,ug/m3,P
GN6,PM2.5,24/02/2021 00:00,10.5,ug/m3,P
GN6,PM2.5,25/02/2021 00:00,9.0,ug/m3,P
GN6,PM2.5,26/02/2021 00:00,14.3,ug/m3,P
GN6,PM2.5,27/02/2021 00:00,24.0,ug/m3,P
GN6,PM2.5,28/02/2021 00:00,,ug/m3,P
GN6,PM2.5,01/03/2021 00:00,,ug/m3,P
GN6,PM2.5,02/03/2021 00:00,,ug/m3,P
GN6,PM2.5,03/03/2021 00:00,,ug/m3,P
GN6,PM2.5,04/03/2021 00:00,,ug/m3,P
GN6,PM2.5,05/03/2021 00:00,,ug/m3,P
GN6,PM2.5,06/03/2021 00:00,,ug/m3,P
GN6,PM2.5,07/03/2021 00:00,,ug/m3,P
GN6,PM2.5,08/03/2021 00:00,,ug/m3,P
GN6,PM2.5,09/03/2021 00:00,,ug/m3,P
GN6,PM2.5,10/03/2021 00:00,,ug/m3,P
GN6,PM2.5,11/03/2021 00:00,,ug/m3,P
GN6,PM2.5,12/03/2021 00:00,,ug/m3,P
GN6,PM2.5,13/03/2021 00:00,,ug/m3,P
GN6,PM2.5,14/03/2021 00:00,,ug/m3,P
GN6,PM2.5,15/03/2021 00:00,,ug/m3,P
GN6,PM2.5,16/03/2021 00:00,,ug/m3,P
GN6,PM2.5,17/03/2021 00:00,8.9,ug/m3,P
GN6,PM2.5,18/03/2021 00:00,,ug/m3,P
GN6,PM2.5,19/03/2021 00:00,,ug/m3,P
GN6,PM2.5,20/03/2021 00:00,,ug/m3,P
GN6,PM2.5,21/03/2021 00:00,,ug/m3,P
GN6,PM2.5,22/03/2021 00:00,,ug/m3,P
GN6,PM2.5,23/03/2021 00:00,,ug/m3,P
GN6,PM2.5,24/03/2021 00:00,,ug/m3,P
GN6,PM2.5,25/03/2021 00:00,7.0,ug/m3,P
GN6,PM2.5,26/03/2021 00:00,5.9,ug/m3,P
GN6,PM2.5,27/03/2021 00:00,5.8,ug/m3,P
GN6,PM2.5,28/03/2021 00:00,7.7,ug/m3,P
GN6,PM2.5,29/03/2021 00:00,9.8,ug/m3,P
GN6,PM2.5,30/03/2021 00:00,19.4,ug/m3,P
GN6,PM2.5,31/03/2021 00:00,33.1,ug/m3,P
GN6,PM2.5,01/04/2021 00:00,19.6,ug/m3,P
GN6,PM2.5,02/04/2021 00:00,4.6,ug/m3,P
GN6,PM2.5,03/04/2021 00:00,7.2,ug/m3,P
GN6,PM2.5,04/04/2021 00:00,11.8,ug/m3,P
GN6,PM2.5,05/04/2021 00:00,6.4,ug/m3,P
GN6,PM2.5,06/04/2021 00:00,3.5,ug/m3,P
GN6,PM2.5,07/04/2021 00:00,5.9,ug/m3,P
GN6,PM2.5,08/04/2021 00:00,6.8,ug/m3,P
GN6,PM2.5,09/04/2021 00:00,6.6,ug/m3,P
GN6,PM2.5,10/04/2021 00:00,5.9,ug/m3,P
GN6,PM2.5,11/04/2021 00:00,5.1,ug/m3,P
GN6,PM2.5,12/04/2021 00:00,10.4,ug/m3,P
GN6,PM2.5,13/04/2021 00:00,14.4,ug/m3,P
GN6,PM2.5,14/04/2021 00:00,12.0,ug/m3,P
GN6,PM2.5,15/04/2021 00:00,4.8,ug/m3,P
GN6,PM2.5,16/04/2021 00:00,8.3,ug/m3,P
GN6,PM2.5,17/04/2021 00:00,6.8,ug/m3,P
GN6,PM2.5,18/04/2021 00:00,10.2,ug/m3,P
GN6,PM2.5,19/04/2021 00:00,20.0,ug/m3,P
GN6,PM2.5,20/04/2021 00:00,37.8,ug/m3,P
GN6,PM2.5,21/04/2021 00:00,29.7,ug/m3,P
GN6,PM2.5,22/04/2021 00:00,7.7,ug/m3,P
GN6,PM2.5,23/04/2021 00:00,9.6,ug/m3,P
GN6,PM2.5,24/04/2021 00:00,11.1,ug/m3,P
GN6,PM2.5,25/04/2021 00:00,6.3,ug/m3,P
GN6,PM2.5,26/04/2021 00:00,5.8,ug/m3,P
GN6,PM2.5,27/04/2021 00:00,16.6,ug/m3,P
GN6,PM2.5,28/04/2021 00:00,17.2,ug/m3,P
GN6,PM2.5,29/04/2021 00:00,7.5,ug/m3,P
GN6,PM2.5,30/04/2021 00:00,10.6,ug/m3,P
GN6,PM2.5,01/05/2021 00:00,11.3,ug/m3,P
GN6,PM2.5,02/05/2021 00:00,16.3,ug/m3,P
GN6,PM2.5,03/05/2021 00:00,7.5,ug/m3,P
GN6,PM2.5,04/05/2021 00:00,4.6,ug/m3,P
GN6,PM2.5,05/05/2021 00:00,5.1,ug/m3,P
GN6,PM2.5,06/05/2021 00:00,6.4,ug/m3,P
GN6,PM2.5,07/05/2021 00:00,6.8,ug/m3,P
GN6,PM2.5,08/05/2021 00:00,8.0,ug/m3,P
GN6,PM2.5,09/05/2021 00:00,6.2,ug/m3,P
GN6,PM2.5,10/05/2021 00:00,6.7,ug/m3,P
GN6,PM2.5,11/05/2021 00:00,6.7,ug/m3,P
GN6,PM2.5,12/05/2021 00:00,7.3,ug/m3,P
GN6,PM2.5,13/05/2021 00:00,10.8,ug/m3,P
GN6,PM2.5,14/05/2021 00:00,15.2,ug/m3,P
GN6,PM2.5,15/05/2021 00:00,8.5,ug/m3,P
GN6,PM2.5,16/05/2021 00:00,5.5,ug/m3,P
GN6,PM2.5,17/05/2021 00:00,8.0,ug/m3,P
GN6,PM2.5,18/05/2021 00:00,7.9,ug/m3,P
GN6,PM2.5,19/05/2021 00:00,5.8,ug/m3,P
GN6,PM2.5,20/05/2021 00:00,7.3,ug/m3,P
GN6,PM2.5,21/05/2021 00:00,8.0,ug/m3,P
GN6,PM2.5,22/05/2021 00:00,6.2,ug/m3,P
GN6,PM2.5,23/05/2021 00:00,5.1,ug/m3,P
GN6,PM2.5,24/05/2021 00:00,4.6,ug/m3,P
GN6,PM2.5,25/05/2021 00:00,6.2,ug/m3,P
GN6,PM2.5,26/05/2021 00:00,7.0,ug/m3,P
GN6,PM2.5,27/05/2021 00:00,12.0,ug/m3,P
GN6,PM2.5,28/05/2021 00:00,14.6,ug/m3,P
GN6,PM2.5,29/05/2021 00:00,16.0,ug/m3,P
GN6,PM2.5,30/05/2021 00:00,14.0,ug/m3,P
GN6,PM2.5,31/05/2021 00:00,16.8,ug/m3,P
GN6,PM2.5,01/06/2021 00:00,17.0,ug/m3,P
GN6,PM2.5,02/06/2021 00:00,19.5,ug/m3,P
GN6,PM2.5,03/06/2021 00:00,,ug/m3,P
GN6,PM2.5,04/06/2021 00:00,10.8,ug/m3,P
GN6,PM2.5,05/06/2021 00:00,11.2,ug/m3,P
GN6,PM2.5,06/06/2021 00:00,9.7,ug/m3,P
GN6,PM2.5,07/06/2021 00:00,9.7,ug/m3,P
GN6,PM2.5,08/06/2021 00:00,9.7,ug/m3,P
GN6,PM2.5,09/06/2021 00:00,8.8,ug/m3,P
GN6,PM2.5,10/06/2021 00:00,,ug/m3,P
GN6,PM2.5,11/06/2021 00:00,,ug/m3,P
GN6,PM2.5,12/06/2021 00:00,10.4,ug/m3,P
GN6,PM2.5,13/06/2021 00:00,,ug/m3,P
GN6,PM2.5,14/06/2021 00:00,,ug/m3,P
GN6,PM2.5,15/06/2021 00:00,9.1,ug/m3,P
GN6,PM2.5,16/06/2021 00:00,,ug/m3,P
GN6,PM2.5,17/06/2021 00:00,,ug/m3,P
GN6,PM2.5,18/06/2021 00:00,5.4,ug/m3,P
GN6,PM2.5,19/06/2021 00:00,5.7,ug/m3,P
GN6,PM2.5,20/06/2021 00:00,7.3,ug/m3,P
GN6,PM2.5,21/06/2021 00:00,6.8,ug/m3,P
GN6,PM2.5,22/06/2021 00:00,6.5,ug/m3,P
GN6,PM2.5,23/06/2021 00:00,8.4,ug/m3,P
GN6,PM2.5,24/06/2021 00:00,14.9,ug/m3,P
GN6,PM2.5,25/06/2021 00:00,,ug/m3,P
GN6,PM2.5,26/06/2021 00:00,,ug/m3,P
GN6,PM2.5,27/06/2021 00:00,,ug/m3,P
GN6,PM2.5,28/06/2021 00:00,,ug/m3,P
GN6,PM2.5,29/06/2021 00:00,,ug/m3,P
GN6,PM2.5,30/06/2021 00:00,,ug/m3,P
GN6,PM2.5,01/07/2021 00:00,,ug/m3,P
GN6,PM2.5,02/07/2021 00:00,,ug/m3,P
GN6,PM2.5,03/07/2021 00:00,,ug/m3,P
GN6,PM2.5,04/07/2021 00:00,,ug/m3,P
GN6,PM2.5,05/07/2021 00:00,,ug/m3,P
GN6,PM2.5,06/07/2021 00:00,,ug/m3,P
GN6,PM2.5,07/07/2021 00:00,,ug/m3,P
GN6,PM2.5,08/07/2021 00:00,,ug/m3,P
GN6,PM2.5,09/07/2021 00:00,,ug/m3,P
GN6,PM2.5,10/07/2021 00:00,,ug/m3,P
GN6,PM2.5,11/07/2021 00:00,,ug/m3,P
GN6,PM2.5,12/07/2021 00:00,,ug/m3,P
GN6,PM2.5,13/07/2021 00:00,,ug/m3,P
GN6,PM2.5,14/07/2021 00:00,8.7,ug/m3,P
GN6,PM2.5,15/07/2021 00:00,8.3,ug/m3,P
GN6,PM2.5,16/07/2021 00:00,9.1,ug/m3,P
GN6,PM2.5,17/07/2021 00:00,8.0,ug/m3,P
GN6,PM2.5,18/07/2021 00:00,12.4,ug/m3,P
GN6,PM2.5,19/07/2021 00:00,,ug/m3,P
GN6,PM2.5,20/07/2021 00:00,19.7,ug/m3,P
GN6,PM2.5,21/07/2021 00:00,25.3,ug/m3,P
GN6,PM2.5,22/07/2021 00:00,23.0,ug/m3,P
GN6,PM2.5,23/07/2021 00:00,9.8,ug/m3,P
GN6,PM2.5,24/07/2021 00:00,19.1,ug/m3,P
GN6,PM2.5,25/07/2021 00:00,17.3,ug/m3,P
GN6,PM2.5,26/07/2021 00:00,16.3,ug/m3,P
GN6,PM2.5,27/07/2021 00:00,10.2,ug/m3,P
GN6,PM2.5,28/07/2021 00:00,7.6,ug/m3,P
GN6,PM2.5,29/07/2021 00:00,,ug/m3,P
GN6,PM2.5,30/07/2021 00:00,7.3,ug/m3,P
GN6,PM2.5,31/07/2021 00:00,7.0,ug/m3,P
GN3,PM2.5,01/03/2020 00:00,3.7,ug/m3,R
GN3,PM2.5,02/03/2020 00:00,3.8,ug/m3,R
GN3,PM2.5,03/03/2020 00:00,6.1,ug/m3,R
GN3,PM2.5,04/03/2020 00:00,6.9,ug/m3,R
GN3,PM2.5,05/03/2020 00:00,6.7,ug/m3,R
GN3,PM2.5,06/03/2020 00:00,9.7,ug/m3,R
GN3,PM2.5,07/03/2020 00:00,9.7,ug/m3,R
GN3,PM2.5,08/03/2020 00:00,3.7,ug/m3,R
GN3,PM2.5,09/03/2020 00:00,4.7,ug/m3,R
GN3,PM2.5,10/03/2020 00:00,1.8,ug/m3,R
GN3,PM2.5,11/03/2020 00:00,2.0,ug/m3,R
GN3,PM2.5,12/03/2020 00:00,4.0,ug/m3,R
GN3,PM2.5,13/03/2020 00:00,6.1,ug/m3,R
GN3,PM2.5,14/03/2020 00:00,3.9,ug/m3,R
GN3,PM2.5,15/03/2020 00:00,3.7,ug/m3,R
GN3,PM2.5,16/03/2020 00:00,6.8,ug/m3,R
GN3,PM2.5,17/03/2020 00:00,5.6,ug/m3,R
GN3,PM2.5,18/03/2020 00:00,5.0,ug/m3,R
GN3,PM2.5,19/03/2020 00:00,8.9,ug/m3,R
GN3,PM2.5,20/03/2020 00:00,4.3,ug/m3,R
GN3,PM2.5,21/03/2020 00:00,6.4,ug/m3,R
GN3,PM2.5,22/03/2020 00:00,9.3,ug/m3,R
GN3,PM2.5,23/03/2020 00:00,12.8,ug/m3,R
GN3,PM2.5,24/03/2020 00:00,14.4,ug/m3,R
GN3,PM2.5,25/03/2020 00:00,21.3,ug/m3,R
GN3,PM2.5,26/03/2020 00:00,26.1,ug/m3,R
GN3,PM2.5,27/03/2020 00:00,25.2,ug/m3,R
GN3,PM2.5,28/03/2020 00:00,11.7,ug/m3,R
GN3,PM2.5,29/03/2020 00:00,4.0,ug/m3,R
GN3,PM2.5,30/03/2020 00:00,4.8,ug/m3,R
GN3,PM2.5,31/03/2020 00:00,7.0,ug/m3,R
GN3,PM2.5,01/04/2020 00:00,8.5,ug/m3,R
GN3,PM2.5,02/04/2020 00:00,5.7,ug/m3,R
GN3,PM2.5,03/04/2020 00:00,8.7,ug/m3,R
GN3,PM2.5,04/04/2020 00:00,11.7,ug/m3,R
GN3,PM2.5,05/04/2020 00:00,10.6,ug/m3,R
GN3,PM2.5,06/04/2020 00:00,6.9,ug/m3,R
GN3,PM2.5,07/04/2020 00:00,15.8,ug/m3,R
GN3,PM2.5,08/04/2020 00:00,39.8,ug/m3,R
GN3,PM2.5,09/04/2020 00:00,44.1,ug/m3,R
GN3,PM2.5,10/04/2020 00:00,33.0,ug/m3,R
GN3,PM2.5,11/04/2020 00:00,23.5,ug/m3,R
GN3,PM2.5,12/04/2020 00:00,17.4,ug/m3,R
GN3,PM2.5,13/04/2020 00:00,6.4,ug/m3,R
GN3,PM2.5,14/04/2020 00:00,7.2,ug/m3,R
GN3,PM2.5,15/04/2020 00:00,24.2,ug/m3,R
GN3,PM2.5,16/04/2020 00:00,44.3,ug/m3,R
GN3,PM2.5,17/04/2020 00:00,8.1,ug/m3,R
GN3,PM2.5,18/04/2020 00:00,12.7,ug/m3,R
GN3,PM2.5,19/04/2020 00:00,10.9,ug/m3,R
GN3,PM2.5,20/04/2020 00:00,9.9,ug/m3,R
GN3,PM2.5,21/04/2020 00:00,10.1,ug/m3,R
GN3,PM2.5,22/04/2020 00:00,14.7,ug/m3,R
